sale_date,maker_id,maker_name,type,city_maker,auction_house,sale_date.1,lot,usd,gbp,eur,bold_currency,Year,Month,Day,cpi_usd,cpi_gbp,cpi_eur,gbp_usd_x,eur_usd,price_usd_real,SP500_real,SP500_30d_ret,SP500_90d_ret,SP500_252d_ret,SP500_vol_30d,SP500_vol_90d,SP500_vol_252d,SP500_ma50,SP500_ma200,SP500_trend_ratio,gbp_usd_y,gbp_90d_change,gbp_vol_30d,10y_yield_pc,10y_yield_90d_change,MCI,real_price_gold,country_iso1,admin1_name,admin2_name,candidate_count,is_ambiguous,maker_name_maker,role,date,maker_last_name,birth_cent,location_filled
1992-06-04,854,"Pfretzschner, Hermann Richard",Violin Bow,Markneukirchen,Phillip's,1992-06-04,121,341.0,409.1752411575562,,gbp,1992,6,4,0.4310503855472064,0.4570168993387216,,1.8232,,746.0082996784565,958.727850900778,0.0033836651442213,-0.0190848884617514,0.0449649147564699,0.0919816196683543,0.1072263953415785,0.1216307067477821,956.8148869168664,941.886334878746,1.0158496322595467,1.8232,0.0103629814353005,0.0052746071714644,7.34,0.0003,-0.0734730684206014,785.291,DE,Saxony,,2.0,True,"Pfretzschner, Hermann Richard",Bow maker,1857-1921,Pfretzschner,19.0,False
2014-10-29,22,"Audinot, Nestor Dominique",Violin,Paris,Tarisio,2014-10-29,178,15494.0,13052.547452547453,12130.0,gbp,2014,10,29,0.7299970484424384,0.7354886113152094,0.772843129682552,1.6149,1.2632,21078.558881118883,2715.490498294025,-0.00713303383679,0.013903702775623,0.1003967375268075,0.1677713423453878,0.1188878132519041,0.1112233073176084,2691.3677867689885,2620.24566287038,1.0271433037391986,1.6149,-0.048435566554711,0.0041495101831849,2.34,-0.0023,-0.4164931700010697,1659.6505,FR,Île-de-France,Paris,59.0,True,"Audinot, Nestor Dominique",Violin maker,1842-1920,Audinot,19.0,False
2013-06-26,8010,"Husson, Charles Claude II",Violin Bow,Mirecourt,Tarisio,2013-06-26,88,3869.0,3499.714285714286,2971.0,gbp,2013,6,26,0.7179171842140862,0.7200587803085966,0.7702942766664093,1.5339,1.3011,5368.211742857143,2233.2102434917138,-0.0308530985669669,0.0488772378648258,0.180219846316441,0.1527264341933963,0.132539798871098,0.1249472020935383,2259.659338780539,2117.667591299646,1.0670510084133416,1.5339,-0.0121079410059895,0.0053556291839453,2.55,0.0052999999999999,-2.810087193184404,1706.6592,FR,Grand Est,Vosges,2.0,True,"Husson, Charles Claude II",Bow maker,1846-1915,Husson,19.0,False
2016-06-28,3,"Albanelli, Franco",Violin,Bologna,Tarisio,2016-06-28,153,5528.0,5565.277227722772,4993.0,gbp,2016,6,28,0.7410192712112454,0.7421013960323292,0.7783270255657682,1.3322,1.1065,7414.062322772277,2747.6882787301706,-0.0180171490921418,0.0444806427869994,-0.0202444896675688,0.1554937432910078,0.1277553466375658,0.1702077327916328,2810.5904968376376,2759.512828607721,1.018509668699633,1.3322,-0.0693027804946205,0.0181486682034513,1.46,-0.0028,1.7322385323523812,1770.6827,IT,Emilia-Romagna,Bologna,6.0,True,"Albanelli, Franco",Violin maker,1933-2007,Albanelli,20.0,False
1999-11-17,1208,"Schuster, Gotthard",Violin Bow,Bubenreuth,Christie's,1999-11-17,42,1055.0,1213.511659807956,1014.0,gbp,1999,11,17,0.5174449350042429,0.535635562086701,0.5759635436780721,1.6252,1.0407,1972.19914951989,2726.2996804209374,0.0637330039713526,0.0026827105581097,0.2065678923207854,0.2069424787358828,0.1882115069965964,0.1883029294928929,2560.8178859228124,2578.986576864537,0.9929551044954202,1.6252,0.0442045746594705,0.0038098526237527,6.04,0.0029999999999999,-0.8595526850356925,568.1764,DE,Bavaria,Regierungsbezirk Mittelfranken,,False,"Schuster, Gotthard",Bow maker,,Schuster,,True
2008-10-07,44,"Bazin, Charles Alfred",Violin Bow,Mirecourt,Sotheby's,2008-10-07,103,2639.0,2338.487972508591,1936.0,gbp,2008,10,7,0.665862162261877,0.6414401175606171,0.7108210396230787,1.7602,1.3592,4116.206529209622,1496.1504601562608,-0.2044853808433666,-0.2884064501001274,-0.380965867854693,0.505308073004288,0.340230968439399,0.263962195085892,1834.772414826536,1994.5567901676209,0.9198897839716776,1.7602,-0.1036309008504353,0.0098260789213725,3.5,-0.0041999999999999,-4.978522514088938,1331.5068,FR,Grand Est,Vosges,,False,"Bazin, Charles Alfred",Bow maker,1907-1987,Bazin,20.0,True
2019-05-17,1364,"Lee, John Norwood",Viola Bow,"Chicago, IL",Tarisio,2019-05-17,19,1143.0532777283163,706.0,805.0,usd,2019,5,17,0.7873648740053866,0.7927994121969141,0.8128523982389743,1.2733,1.1167,1143.0532777283163,3631.772414167046,-0.0090068322119887,0.0917541998672475,0.0318749538142,0.1153474491716803,0.1086602062621514,0.1517538084301183,3654.955705035613,3569.050883279594,1.024069374342201,1.2733,0.0001570968502082,0.0043175128465183,2.39,-0.0031999999999999,3.0080540385964194,1622.0561,US,Illinois,Cook County,,False,"Lee, John Norwood",Bow maker,b. 1953,Lee,20.0,True
2001-06-19,1615,"Kennedy, Thomas",Cello,London,Sotheby's,2001-06-19,103,24864.0,32210.33333333333,29037.0,gbp,2001,6,19,0.5472679645321166,0.5510653930933138,0.6026106433922916,1.4023,0.8535,45168.55043333333,2215.696943071344,-0.0419258473496401,-0.1012637715867978,-0.2096693316503541,0.1573523748433254,0.2383703136020821,0.2131473061488994,2284.069143922842,2432.863082954051,0.9388399864859888,1.4023,-0.0407688624392912,0.0049134103089986,5.26,0.0018999999999999,-1.6300990476243054,499.5725,GB,England,Greater London,34.0,True,"Kennedy, Thomas",Violin maker,1784-1870,Kennedy,18.0,False
2001-03-21,802,"Voirin, François Nicolas",Violin Bow,Paris,Christie's,2001-03-21,99,2858.0,3677.830852503383,3179.0,gbp,2001,3,21,0.5417337941042637,0.5429831006612785,0.5952730362246079,1.4293,0.8956,5256.7236374830845,2071.3864020682954,-0.1720581965396487,-0.213239371405259,-0.2701525397022691,0.2330022028799078,0.24205988572242,0.2183273983117568,2382.1896741840906,2596.449946094227,0.9174795292193316,1.4293,-0.0004196097629204,0.005132889725668,4.77,-0.0095,1.969731025202583,485.1091,FR,Île-de-France,Paris,59.0,True,"Voirin, François Nicolas",Bow maker,1833-1885,Voirin,19.0,False
2024-11-15,854,"Pfretzschner, Hermann Richard",Violin Bow,Markneukirchen,,2024-11-15,,1608.2547631801658,1230.0,1474.0,usd,2024,11,15,0.9699955726636575,0.9889786921381336,0.9776782266162044,1.2629,1.0545,1608.2547631801658,6052.213311723141,0.0213407635124718,0.0480517418892563,0.2688620394053267,0.1313391882281246,0.1539525976981128,0.1229681924285784,5950.193898291646,5603.724053218952,1.0618284986523687,1.2629,-0.022825750541628,0.0044759141917233,4.43,0.0025,1.960263021098959,2640.4657,DE,Saxony,Paris,,False,"Pfretzschner, Hermann Richard",Bow maker,1857-1921,Pfretzschner,19.0,True
2007-05-06,1626,"Hill & Sons, W. E. Firm",Violin,London,Skinner,2007-05-06,42,11026.870049867995,3537.0,5199.0,usd,2007,5,6,0.6393473368342085,0.612049963262307,0.6830153703560671,1.9919,1.359,11026.870049867995,2354.932770303562,0.036441514338257,0.0301763643449775,0.1208202813081062,0.0802622457486161,0.1116666167601435,0.107231104780279,2271.613796201577,2214.064757828324,1.0259924820038688,1.9919,0.0161718192021222,0.0031848726095831,4.65,-0.0005999999999999,2.1520664886640377,1076.0974,GB,England,Greater London,34.0,True,"Hill & Sons, W. E. Firm",Bow maker / Violin maker,1880-1992,Hill & Sons,19.0,False
2021-12-02,505,"Ouchard, Émile-Auguste",Cello Bow,Paris,Vichy-Enchères,2021-12-02,145,18277.0,13725.0,18909.63486454653,eur,2021,12,2,0.8571876575701303,0.8427626745040412,0.8524754769444659,1.3307,1.1301,21369.778360424032,5339.671024464999,0.0010094979440076,0.0182752529912393,0.1654939088413229,0.1290519782155388,0.1171028331272418,0.1237263183375702,5334.4150524908255,5146.280201284141,1.0365574441826426,1.3307,-0.0406603705572777,0.0041322348793057,1.44,0.0015999999999999,-0.1134649147970838,2063.3,FR,Île-de-France,Paris,,False,"Ouchard, Émile-Auguste",Bow maker,1900-1969,Ouchard,19.0,True
2025-03-14,1435,"Gillet, Louis Henri",Cello Bow,Paris,,2025-03-14,,19201.929211786155,14596.0,17339.0,usd,2025,3,14,0.9832345381427324,1.0,0.9885687804124508,1.2915,1.0922,19201.929211786155,5735.091397478623,-0.0773742962158022,-0.0244365867212585,0.0641524171834377,0.1777143883962,0.1534529112385448,0.1379937641824669,6067.1128152476695,5908.765273192668,1.0267987531631024,1.2915,-0.0066912782648822,0.0041907709221158,4.31,9.999999999999786e-05,-4.231965114109095,3035.3082,FR,Île-de-France,Paris,,False,"Gillet, Louis Henri",Bow maker,1891-1970,Gillet,19.0,True
1993-12-16,356,"Thibouville-Lamy, Jérôme Firm",Small Violin,Mirecourt,Phillip's,1993-12-16,138,753.0,1076.040625,,gbp,1993,12,16,0.448267804656082,0.470242468772961,,1.4882,,1601.363658125,1033.623185794867,0.0006911306894124,0.023833727696181,0.0356340530241403,0.0692790542342794,0.0689061835935889,0.0867177566211344,1034.8671023879444,1018.9324241799394,1.01563860156951,1.4882,0.0071056371387967,0.0049603283336481,5.84,0.0007,1.8667083272785807,859.977,FR,Grand Est,Vosges,2.0,True,"Thibouville-Lamy, Jérôme Firm",Bow maker / Violin maker,1857-1968,Thibouville-Lamy,19.0,False
2024-03-26,743,"Testore, Carlo Antonio",Violin,Milan,,2024-03-26,,98629.0,80667.17325227964,90860.0,gbp,2024,3,26,0.9602769544845228,0.9669360764144012,0.967714528462192,1.2628,1.0832,101866.50638297873,5418.832612637554,0.0295348817836811,0.1378864727228652,0.2663623924562144,0.1134680550932067,0.1005683794158556,0.1156997163054822,5263.641842597958,4868.798149102961,1.081096747370343,1.2628,0.0147862423657987,0.0032117791670109,4.24,-0.0016999999999999,4.123525723348012,2268.7035,IT,Lombardy,Città metropolitana di Milano,46.0,True,"Testore, Carlo Antonio",Violin maker,c. 1765,Testore,18.0,False
1992-11-19,398,"Lowendall, Louis",Violin,Dresden,Phillip's,1992-11-19,63,607.0,862.3295999999999,,gbp,1992,11,19,0.4365845559750593,0.4592211609110948,,1.5325,,1321.520112,970.2816546166648,0.0374331123712501,0.004879467398406,0.0816204772045106,0.0869230871689238,0.0923212002220865,0.1049945454133152,956.1451645798252,957.3630576035504,0.9987278671199472,1.5325,-0.2048461578373891,0.0092030704576754,6.81,-0.0006,-1.4110864271987509,767.3199,DE,Saxony,,15.0,True,"Lowendall, Louis",Violin maker,c. 1900,Lowendall,19.0,False
2025-10-28,938,"Bultitude, Arthur Richard",Viola Bow,Hawkhurst,,2025-10-28,,2549.0,1920.0,2192.0,gbp,2025,10,28,0.9975680395508714,1.0,1.0012358075229784,1.3278,1.165,2549.376,6907.689364046979,0.0440957519697471,0.1479091580461016,0.1539107568154749,0.1205948491776327,0.1035225458707624,0.1899127299760682,6627.471282231126,6158.23345179961,1.0761968239925026,1.3278,-0.0156423752687374,0.0038358267478816,3.99,-0.0030999999999999,3.552633836331584,3985.0782,GB,England,Kent,2.0,True,"Bultitude, Arthur Richard",Bow maker,1908-1990,Bultitude,20.0,False
1993-11-21,78,"Blanchi, Alberto Luigi",Violin,Nice,Skinner,1993-11-21,126,5643.947599451303,1720.0,,usd,1993,11,21,0.448267804656082,0.4687729610580455,,1.4725,,5643.947599451303,1031.972408677508,0.0042856435892795,0.019896775502594,0.0560019272619396,0.0807938734531093,0.0702913204486193,0.0871173502118151,1033.0773608754844,1016.1556988257684,1.0166526272196967,1.4725,-0.0114132259147365,0.0050915020324077,5.84,0.0012999999999999,4.552712221633158,843.469,FR,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,4.0,True,"Blanchi, Alberto Luigi",Violin maker,1871-1948,Blanchi,19.0,False
2001-03-21,934,"Thomä, Arthur Adolf",Violin Bow,Brambach,Christie's,2001-03-21,175,419.0,539.6116373477672,466.0,gbp,2001,3,21,0.5417337941042637,0.5429831006612785,0.5952730362246079,1.4293,0.8956,771.2669132611637,2071.3864020682954,-0.1720581965396487,-0.213239371405259,-0.2701525397022691,0.2330022028799078,0.24205988572242,0.2183273983117568,2382.1896741840906,2596.449946094227,0.9174795292193316,1.4293,-0.0004196097629204,0.005132889725668,4.77,-0.0095,1.969731025202583,485.1091,DE,Saxony-Anhalt,,,False,"Thomä, Arthur Adolf",Bow maker,b. 1905,Thomä,20.0,True
1994-03-22,1626,"Hill & Sons, W. E. Firm",Cello Bow,London,Bonhams,1994-03-22,149,3924.0,5579.254658385093,,gbp,1994,3,22,0.4525721594333009,0.4731814842027921,,1.4862,,8291.888273291925,1035.8568860709152,-0.0096498497992688,0.0036773248197083,0.0206770442666193,0.0799649622401333,0.0803283024338278,0.0826793170973379,1044.2645748997693,1030.5052846443716,1.013351984177496,1.4862,0.0048681541582149,0.003445700371467,6.44,0.0078,-4.854566229221216,859.5314,GB,England,Greater London,34.0,True,"Hill & Sons, W. E. Firm",Bow maker / Violin maker,1880-1992,Hill & Sons,19.0,False
2017-06-26,177,"Fiorini, Giuseppe",Violin,Bologna,Brompton's,2017-06-26,182,66232.0,68378.74396135265,59120.0,gbp,2017,6,26,0.7531237317526103,0.760470242468773,0.7884451996601529,1.2738,1.1182,87100.84405797101,3238.604714637478,0.0192227469733876,0.0325031014562582,0.1779015834425368,0.0765183282979668,0.0697499157256944,0.0865614025051713,3194.3938326653883,3061.4323336785187,1.0434311408827082,1.2738,0.0220653133274493,0.0052504027082341,2.14,-0.0028499999999999,2.6176378803141493,1651.7206,IT,Emilia-Romagna,Bologna,6.0,True,"Fiorini, Giuseppe",Violin maker,1861-1934,Fiorini,19.0,False
2025-09-26,1838,"Hel, Pierre Joseph",Viola,Lille,,2025-09-26,,20659.0,15470.0,17715.051020408162,eur,2025,9,26,0.9986103083147836,1.0,0.9991503823279524,1.3402,1.1703,20731.92420918367,6652.94573868775,0.0244731342624406,0.1026030456655342,0.1249745598653651,0.0856374224611666,0.1012026014454191,0.1878253082855755,6482.510603834806,6093.402483152175,1.0638572819961405,1.3402,-0.0026047480836495,0.0042475720377329,4.2,-0.0030999999999999,2.210763508153871,3798.3786,FR,Hauts-de-France,Département du Nord,9.0,True,"Hel, Pierre Joseph",Violin maker,1842-1902,Hel,19.0,False
1985-06-27,894,"Vincent, Alfred",Violin,London,Phillip's,1985-06-27,32,384.0,933.240767377011,,gbp,1985,6,27,0.3308204100205379,0.3182458486407054,,1.2936,,1207.2402566789017,578.0477562302374,0.0333631382482528,0.038914824439012,0.2058283264427689,0.1002195087017201,0.0921715624592166,0.1171320588276338,562.7570131238765,536.3743258394984,1.0491870807632069,1.2936,0.1733333333333333,0.0097820340714672,10.39,-0.0125,4.8245159959442585,952.1783,GB,England,Greater London,34.0,True,"Vincent, Alfred",Violin maker,,Vincent,,False
1994-11-02,1163,"Wilson, Garner",Cello Bow,Bury St. Edmunds,Bonhams,1994-11-02,93,1169.0,1492.5076687116562,,gbp,1994,11,2,0.4602585072497632,0.4790595150624541,,1.6428,,2451.8915981595087,1013.5825898215704,0.0089176279365879,0.0310797957147745,-0.0187109559895793,0.1088063227636755,0.0923224939729395,0.0953301016571713,1015.2663882096974,1011.1902919946488,1.0040309882791776,1.6428,0.0619263089851325,0.0036929167417586,7.96,0.0071999999999999,-3.418194121437995,834.7483,GB,England,Suffolk,,False,"Wilson, Garner",Bow maker,1944-2013,Wilson,20.0,True
1996-03-18,45,"Bazin, Charles Louis",Violin Bow,Mirecourt,Bonhams,1996-03-18,38,880.0,1152.5405007363768,,gbp,1996,3,18,0.4787057420092727,0.4988978692138134,0.5484668262918051,1.531,,1764.5395066273927,1363.3636849115137,0.021163539563124,0.098116071233911,0.2791261160294556,0.1565786264006033,0.1226322561522148,0.0968077668661071,1334.114055310243,1251.629095769745,1.065902078993913,1.531,-0.0310126582278481,0.0024599498410118,6.43,0.0044999999999999,-1.092930783920462,825.8727,FR,Grand Est,Vosges,,False,"Bazin, Charles Louis",Bow maker,1881-1953,Bazin,19.0,True
2005-06-01,1115,"Caussin, François",Violin,Neufchateau,da Salo Auction,2005-06-01,344,7178.0,3961.0,8967.420648967553,eur,2005,6,1,0.5979978601207678,0.5833945628214549,0.6545917973275662,1.8155,1.2174,10916.937898053098,2010.408482833588,0.0434237652354818,0.0093005842910325,0.0457998929462188,0.1295013170418569,0.1146988200009422,0.1089992958523012,1962.129602043594,1976.470640607276,0.9927441175856396,1.8155,-0.029455789586229,0.0042161278193201,3.91,-0.0029999999999999,-1.5840357163949466,694.3169,FR,Grand Est,Vosges,,False,"Caussin, François",Violin maker,1794-1866,Caussin,18.0,True
2004-10-22,412,"Maline, Pierre",Violin Bow,Mirecourt,Tarisio,2004-10-22,340,3134.959036144578,1007.0,1460.0,usd,2004,10,22,0.5869295192650622,0.573842762674504,0.6446280991735537,1.8264,1.268,3134.959036144578,1866.9021650272969,-0.0301800093748221,-0.0394402612571732,0.0305862118043651,0.0992970517638333,0.1029999609148457,0.1105730933541043,1901.8855437899408,1931.4591397367449,0.9846884692829512,1.8264,-0.0036550106377174,0.0049881255840567,4.0,-0.0071999999999999,2.287301457085906,722.3184,FR,Grand Est,Vosges,2.0,True,"Maline, Pierre",Bow maker,1883-1939,Maline,19.0,False
2024-11-15,2428,"Reuter, Gunther",Cello,"Chicago, IL",,2024-11-15,,9896.95238880102,7570.0,9071.0,usd,2024,11,15,0.9699955726636575,0.9889786921381336,0.9776782266162044,1.2629,1.0545,9896.95238880102,6052.213311723141,0.0213407635124718,0.0480517418892563,0.2688620394053267,0.1313391882281246,0.1539525976981128,0.1229681924285784,5950.193898291646,5603.724053218952,1.0618284986523687,1.2629,-0.022825750541628,0.0044759141917233,4.43,0.0025,1.960263021098959,2640.4657,US,Illinois,Cook County,1.0,False,"Reuter, Gunther",Violin maker,b. 1934,Reuter,20.0,False
1993-07-01,153,"De Zorzi, Valentino",Violin,Florence,Sotheby's,1993-07-01,92,10395.0,14812.145110410094,,gbp,1993,7,1,0.4439634498788631,0.4658339456282145,,1.5077,,22332.27118296529,1011.3895392429004,0.001850147091579,0.0234074926003493,0.0610115586343615,0.0875370967790655,0.1015408732735393,0.0940424829574818,1004.4639945540324,992.4015311144598,1.0121548214723397,1.5077,0.0358639642734455,0.0065586987604402,5.8,-0.0023,1.8842462363404584,871.6934,IT,Tuscany,Province of Florence,47.0,True,"De Zorzi, Valentino",Violin maker,1837-1916,De Zorzi,19.0,False
1989-03-31,2827,"Collin-Mézin, Charles Jean-Baptiste III",Violin,Paris,Christie's,1989-03-31,200,1761.0,2844.49,,gbp,1989,3,31,0.3760161351813363,0.3673769287288758,,1.6855,,4794.387895,784.1950584779679,-0.0035947594664496,0.0884824445834182,0.0849625576933212,0.1335772212096136,0.1132991014229063,0.1432909578597212,781.7534985833826,749.3075057276967,1.0433013050151896,1.6855,-0.0724741360334579,0.0047077183726957,9.3,0.0013,0.1476967471330515,1022.996,FR,Île-de-France,Paris,59.0,True,"Collin-Mézin, Charles Jean-Baptiste III",Violin maker,b. 1910,Collin-Mézin,20.0,False
2009-10-18,249,"Gütter, Kurt Arno",Violin,Markneukirchen,Tarisio,2009-10-18,541,5416.428204665621,2202.0,2421.0,usd,2009,10,18,0.6646446447677493,0.6495224099926525,0.7099714219510311,1.6347,1.4902,5416.428204665621,1636.4835890478166,0.083124203840375,0.1555606793504007,0.1513503476667033,0.155250504628367,0.1819595379497353,0.3822769763059864,1563.2601326241818,1381.1297081245368,1.1318706153580342,1.6347,-0.0104721549636802,0.0086593650816135,3.43,-0.0037999999999999,4.888181565054044,1583.1768,DE,Saxony,,2.0,True,"Gütter, Kurt Arno",Violin maker,b. 1894,Gütter,19.0,False
2014-05-09,46,"Bazin, François Xavier",Violin Bow,Mirecourt,Tarisio,2014-05-09,112,3549.1979487179487,1540.0,1884.0,usd,2014,5,9,0.7314328582145536,0.7318148420279207,0.7732293195334826,1.6841,1.3758,3549.1979487179487,2568.2192963741986,0.009059254141404,-0.0004855338971438,0.1307485853295023,0.1157996449304679,0.12243134528771,0.1143759326036549,2562.643197703395,2470.861439830249,1.0371456514694128,1.6841,0.0191225416036306,0.0029147848954519,2.62,-0.0038999999999999,1.6616073795878965,1762.0619,FR,Grand Est,Vosges,,False,"Bazin, François Xavier",Bow maker,1824-1865,Bazin,19.0,True
1996-03-18,156,"Degani, Eugenio",Violin,Venice,Bonhams,1996-03-18,86,31671.0,41491.458026509565,,gbp,1996,3,18,0.4787057420092727,0.4988978692138134,0.5484668262918051,1.531,,63523.42223858614,1363.3636849115137,0.021163539563124,0.098116071233911,0.2791261160294556,0.1565786264006033,0.1226322561522148,0.0968077668661071,1334.114055310243,1251.629095769745,1.065902078993913,1.531,-0.0310126582278481,0.0024599498410118,6.43,0.0044999999999999,-1.092930783920462,825.8727,IT,Veneto,Provincia di Venezia,14.0,True,"Degani, Eugenio",Violin maker,1842-1901,Degani,19.0,False
2005-11-04,505,"Ouchard, Émile-Auguste",Viola Bow,Paris,Tarisio,2005-11-04,425,15143.31174089069,5254.0,7710.0,usd,2005,11,4,0.6075289314131811,0.5878030859662013,0.6590715995983626,1.7498,1.1811,15143.31174089069,2008.3652836256765,0.0100879068912418,0.0009569249376326,0.0113330867268135,0.1332667659481742,0.108512514945355,0.1062939797353584,1980.2295790704368,1998.436451638442,0.9908894413164464,1.7498,-0.0238214783821477,0.0058939138248037,4.66,0.006,-5.303009899165358,750.9107,FR,Île-de-France,Paris,59.0,True,"Ouchard, Émile-Auguste",Bow maker,1900-1969,Ouchard,19.0,False
